id,name,picture_url,host_id,host_name,host_since,host_response_time,host_response_rate,host_listings_count,neighbourhood_group_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,monthly_price 
254340,Phinney Oasis-Ballard/Phinney,https://a0.muscache.com/im/pictures/e694dcbe-04f7-4685-855c-d26628b49739.jpg?aki_policy=large,1336214,Kim,2011-10-26,within an hour,100%,1.0,Other neighborhoods,Seattle,WA,98117,47.677170000000004,-122.36169,Apartment,Entire home/apt,2,1.0,1.0,1.0,500.0,85,615.0,unknown,200.0,75.0,2,30,180,98.0,10.0,10.0,10.0,10.0,1,1.69,unknown
260613,Modern & New MIL Apt. in N. Ballard,https://a0.muscache.com/im/pictures/2922812/e1c7dc9a_original.jpg?aki_policy=large,1387754,Monika,2011-11-09,within an hour,100%,2.0,Ballard,Seattle,WA,98117,47.68649,-122.36846000000001,Guest suite,Entire home/apt,2,1.0,1.0,1.0,unknown,100,900.0,3700.0,800.0,100.0,1,1,180,98.0,10.0,10.0,10.0,9.0,1,0.59,3700.0
261912,"Storybook Tudor, house at GreenLake",https://a0.muscache.com/im/pictures/34ee5da8-1c00-4d69-8c8d-d4df0acfdbc0.jpg?aki_policy=large,558743,Natalie,2011-05-05,within an hour,100%,2.0,Other neighborhoods,Seattle,WA,98103,47.68378,-122.34201000000002,House,Entire home/apt,4,1.0,2.0,2.0,unknown,200,unknown,unknown,400.0,150.0,2,4,14,96.0,10.0,10.0,10.0,10.0,2,0.34,unknown
271509,Belltown Condo-Close to Pike Place-OPEN 9/22-227,https://a0.muscache.com/im/pictures/714c6ff4-8dcb-4574-b4c1-841350c91b99.jpg?aki_policy=large,74305,Seattle Oasis,2010-01-27,within an hour,98%,57.0,Downtown,Seattle,WA,98121,47.61578,-122.34872,Condominium,Entire home/apt,6,1.0,2.0,3.0,unknown,144,unknown,unknown,500.0,130.0,1,2,365,94.0,10.0,9.0,10.0,9.0,53,0.83,unknown
277416,Near Space Needle! Sunny 1 bd/1 ba WiFi CLEAN Prkg,https://a0.muscache.com/im/pictures/2816318/383851a9_original.jpg?aki_policy=large,8243075,Lori,2013-08-18,within a few hours,94%,4.0,Downtown,Seattle,WA,98121,47.61607,-122.34668,Condominium,Entire home/apt,4,1.0,1.0,2.0,unknown,139,1490.0,3200.0,300.0,96.0,1,2,365,97.0,10.0,10.0,10.0,9.0,4,1.26,3200.0
278830,"Charming Craftsman house in Queen Anne, Seattle",https://a0.muscache.com/im/pictures/aeedf588-0a4e-4fba-b7bf-ac7d666dad66.jpg?aki_policy=large,1452570,Emily,2011-11-29,within an hour,100%,3.0,Queen Anne,Seattle,WA,98119,47.63292,-122.37246999999999,House,Entire home/apt,6,2.0,3.0,3.0,unknown,375,unknown,unknown,2000.0,200.0,4,3,1125,93.0,10.0,10.0,9.0,9.0,3,0.83,unknown
281208,"Luxury, Location, Great For Family",https://a0.muscache.com/im/pictures/2877552/c5c75664_original.jpg?aki_policy=large,658155,Joe,2011-06-02,within an hour,100%,17.0,Central Area,Seattle,WA,98144,47.5938,-122.30515,House,Entire home/apt,6,2.5,2.0,4.0,1300.0,229,unknown,unknown,0.0,170.0,4,7,365,97.0,10.0,10.0,10.0,10.0,13,1.77,unknown
284087,The Nest in the Heart of the City,https://a0.muscache.com/im/pictures/004b7184-bdf7-47c3-befe-b189fe7e3498.jpg?aki_policy=large,721070,Suzanne,2011-06-20,within an hour,100%,3.0,Downtown,Seattle,WA,98101,47.61148,-122.32911999999999,Condominium,Entire home/apt,6,1.0,2.0,3.0,unknown,183,1200.0,3800.0,100.0,95.0,4,3,90,96.0,10.0,10.0,10.0,10.0,1,2.06,3800.0
286080,2 Bed 2 Bath  Downtown Seattle Walk to Pike Place,https://a0.muscache.com/im/pictures/2fffebda-3a3d-48d1-a6f0-fe8cbf30d51f.jpg?aki_policy=large,74305,Seattle Oasis,2010-01-27,within an hour,98%,57.0,Downtown,Seattle,WA,98121,47.61523,-122.34703,Condominium,Entire home/apt,6,2.0,2.0,3.0,unknown,182,unknown,unknown,500.0,130.0,1,2,365,95.0,10.0,10.0,10.0,9.0,53,1.04,unknown
299817,Cap Hill Mountain/Lake View Oasis,https://a0.muscache.com/im/pictures/3149141/a4e84a17_original.jpg?aki_policy=large,1545026,Anna,2011-12-28,within an hour,100%,2.0,Capitol Hill,Seattle,WA,98112,47.62388,-122.30133000000001,House,Entire home/apt,3,1.5,2.0,3.0,unknown,125,875.0,3000.0,350.0,250.0,2,7,1125,93.0,8.0,6.0,10.0,8.0,1,0.65,3000.0
301059,Belltown Condo with Water View OPEN 9/18,https://a0.muscache.com/im/pictures/a458e96f-ce53-439a-9f32-5f05317e7152.jpg?aki_policy=large,74305,Seattle Oasis,2010-01-27,within an hour,98%,57.0,Downtown,Seattle,WA,98121,47.61497,-122.34855,Condominium,Entire home/apt,4,1.0,1.0,2.0,unknown,94,unknown,unknown,500.0,107.0,1,2,1125,98.0,10.0,10.0,10.0,10.0,53,0.62,unknown
303277,Hip Condo Private Deck East Lake Union - Long Term,https://a0.muscache.com/im/pictures/3530522/47dca65d_original.jpg?aki_policy=large,1204187,Kara,2011-09-24,within a few hours,100%,4.0,Cascade,Seattle,WA,98102,47.64481,-122.32428999999999,Condominium,Entire home/apt,2,1.0,2.0,2.0,unknown,120,unknown,3193.0,1200.0,250.0,1,30,1125,96.0,10.0,10.0,10.0,9.0,2,0.11,3193.0
311790,Eastlake Union-Fantastic Location,https://a0.muscache.com/im/pictures/3318081/472e3562_original.jpg?aki_policy=large,1204187,Kara,2011-09-24,within a few hours,100%,4.0,Cascade,Seattle,WA,98102,47.64642,-122.32495,Apartment,Private room,1,1.0,1.0,1.0,unknown,50,500.0,2100.0,100.0,75.0,1,1,1,100.0,10.0,10.0,10.0,10.0,2,0.05,2100.0
317248,Historic Seattle Home Designed for Modern Living,"https://a0.muscache.com/4ea/air/v2//pictures/9505f066-14cc-4e9e-bc10-dd48952ba8e2.jpg?t=r:w1200-h720-sfit,e:fjpg-c85",658155,Joe,2011-06-02,within an hour,100%,17.0,Capitol Hill,Seattle,WA,98102,47.62336,-122.31668,Apartment,Entire home/apt,7,2.0,2.0,4.0,unknown,240,unknown,unknown,0.0,170.0,4,7,30,97.0,10.0,10.0,10.0,9.0,13,2.03,unknown
319768,Family Friendly Modern Seattle Home,https://a0.muscache.com/im/pictures/3611477/b9e7b83b_original.jpg?aki_policy=large,1577903,Jen,2012-01-07,unknown,unknown,1.0,Central Area,Seattle,WA,98144,47.59583,-122.29788,House,Entire home/apt,8,2.5,3.0,4.0,unknown,135,920.0,3400.0,0.0,100.0,3,5,30,100.0,10.0,8.0,9.0,10.0,1,0.05,3400.0
338091,"spacious, great location w view",https://a0.muscache.com/im/pictures/dedc29b9-4a9b-4bed-935e-5f54ceeca7d9.jpg?aki_policy=large,1717589,Jen,2012-02-07,within an hour,100%,3.0,Capitol Hill,Seattle,WA,98102,47.618970000000004,-122.32421000000001,Apartment,Entire home/apt,4,1.0,1.0,2.0,unknown,165,1400.0,3000.0,200.0,60.0,2,1,365,93.0,10.0,9.0,10.0,9.0,3,1.3,3000.0
340706,Charming Wallingford Apartment,https://a0.muscache.com/im/pictures/3983528/c0465c94_original.jpg?aki_policy=large,1015653,David,2011-08-24,within a few hours,100%,1.0,Other neighborhoods,Seattle,WA,98103,47.655879999999996,-122.33214,Apartment,Entire home/apt,4,1.0,1.0,1.0,unknown,90,630.0,2400.0,100.0,30.0,2,2,60,96.0,10.0,10.0,10.0,10.0,1,2.02,2400.0
341454,"Cool 2BR Flat w/Private Balcony, City Views",https://a0.muscache.com/im/pictures/3744699/0605e5c9_original.jpg?aki_policy=large,1732181,William,2012-02-10,within an hour,100%,3.0,Central Area,Seattle,WA,98122,47.61038,-122.31156999999999,Apartment,Entire home/apt,4,1.0,2.0,2.0,1200.0,175,1400.0,4000.0,0.0,65.0,1,30,60,96.0,10.0,10.0,10.0,9.0,3,1.26,4000.0
353039,St. John's Apt. 300 *Walkscore 99*,https://a0.muscache.com/im/pictures/b19921f3-d757-4b62-aba2-a51b9c4a3ef0.jpg?aki_policy=large,1787819,Bryce,2012-02-21,within a day,80%,8.0,Downtown,Seattle,WA,98122,47.61367,-122.32203,Apartment,Entire home/apt,4,1.0,1.0,2.0,unknown,155,993.0,3120.0,0.0,75.0,1,3,90,97.0,10.0,10.0,10.0,10.0,6,0.61,3120.0
353110,West Seattle Backyard Vacation Cottage,https://a0.muscache.com/im/pictures/8437947/c6ca5c3b_original.jpg?aki_policy=large,1788284,Eric,2012-02-21,unknown,unknown,1.0,West Seattle,Seattle,WA,98116,47.58003,-122.39025,Guesthouse,Entire home/apt,5,1.0,1.0,3.0,600.0,107,653.0,2070.0,0.0,65.0,1,4,1125,95.0,10.0,10.0,10.0,10.0,1,0.77,2070.0
353347,VACATION HOUSE WEST SEATTLE - Close to Beach,https://a0.muscache.com/im/pictures/2b273a59-2d39-4f37-bca9-d77db76f3a57.jpg?aki_policy=large,791459,Western Vacation Rentals,2011-07-07,within an hour,100%,1.0,West Seattle,Seattle,WA,98146,47.50509,-122.37823999999999,House,Entire home/apt,6,1.0,2.0,3.0,unknown,185,1650.0,unknown,300.0,125.0,4,4,15,97.0,10.0,9.0,9.0,9.0,1,0.39,unknown
356248,Seattle 2 BR w Lovely Water Views | BlueStarBnB,https://a0.muscache.com/im/pictures/06843074-1cb0-4103-a6c4-03c39bd7305e.jpg?aki_policy=large,306615,Tara,2010-12-01,within a few hours,100%,7.0,Capitol Hill,Seattle,WA,98102,47.65005,-122.3211,Apartment,Entire home/apt,4,1.0,2.0,2.0,1100.0,199,900.0,2500.0,500.0,150.0,1,7,365,98.0,10.0,10.0,10.0,9.0,3,0.66,2500.0
356608,St. John's Apt. 309 *Walkscore 99*,https://a0.muscache.com/im/pictures/a17d4772-d812-40b4-ab44-bb7fc9f89a46.jpg?aki_policy=large,1787819,Bryce,2012-02-21,within a day,80%,8.0,Downtown,Seattle,WA,98122,47.613040000000005,-122.32321,Apartment,Entire home/apt,6,2.0,2.0,3.0,unknown,196,1224.0,unknown,0.0,100.0,1,3,29,96.0,10.0,10.0,10.0,10.0,6,1.34,unknown
365550,contemporary art loft downtown,https://a0.muscache.com/im/pictures/8346b6eb-68e0-487d-ba5c-94ca8df9b382.jpg?aki_policy=large,1025723,Dirk & Jaq,2011-08-27,within an hour,100%,3.0,Downtown,Seattle,WA,98104,47.59902,-122.32708000000001,Loft,Private room,2,1.0,1.0,1.0,unknown,125,unknown,unknown,250.0,0.0,1,3,14,95.0,10.0,10.0,10.0,10.0,2,7.98,unknown
368403,Large Luxury Lakeside Seattle Home,https://a0.muscache.com/im/pictures/4133441/115c311c_original.jpg?aki_policy=large,4186078,Trung,2012-11-18,within a few hours,100%,1.0,Other neighborhoods,Seattle,WA,98103,47.68354,-122.33091,House,Entire home/apt,16,3.0,6.0,6.0,unknown,450,3950.0,13500.0,600.0,425.0,1,4,30,98.0,10.0,10.0,10.0,9.0,1,0.45,13500.0
370361,Private Guest Studio- Phinney Ridge,https://a0.muscache.com/im/pictures/4445254/63c311f6_original.jpg?aki_policy=large,1865986,Sheldon,2012-03-05,within an hour,100%,2.0,Other neighborhoods,Seattle,WA,98117,47.683479999999996,-122.35705,House,Private room,2,1.0,1.0,1.0,unknown,85,550.0,1750.0,0.0,50.0,2,3,30,99.0,10.0,10.0,10.0,10.0,2,2.37,1750.0
380950,4BR/2BA Craftsman Charmer w/ Stunning Sunset Views,https://a0.muscache.com/im/pictures/ee99f3ca-89b9-48bb-8000-afa68006a7c7.jpg?aki_policy=large,287962,Ian,2010-11-15,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98107,47.66623,-122.3607,House,Entire home/apt,12,2.0,4.0,5.0,unknown,400,2900.0,unknown,400.0,225.0,8,1,1125,79.0,8.0,8.0,9.0,8.0,1,0.28,unknown
384797,6 room/10 bed/3 bath- Award Winning/ Walk Downtown,https://a0.muscache.com/im/pictures/417c5710-af9a-4d0a-8c20-684041a6afa4.jpg?aki_policy=large,50893,Chris,2009-11-02,within a few hours,100%,9.0,Capitol Hill,Seattle,WA,98102,47.6257,-122.32095,House,Entire home/apt,16,2.5,6.0,20.0,2600.0,499,unknown,unknown,1500.0,479.0,11,3,1124,97.0,9.0,10.0,10.0,9.0,3,0.54,unknown
387078,Modern on Capitol Hill. LOCATION!,https://a0.muscache.com/im/pictures/10314049/a06cc216_original.jpg?aki_policy=large,1121532,Kellie,2011-09-07,within a few hours,94%,7.0,Capitol Hill,Seattle,WA,98102,47.62178,-122.32378999999999,Apartment,Entire home/apt,4,1.0,1.0,1.0,unknown,119,890.0,unknown,200.0,99.0,1,1,365,96.0,10.0,10.0,10.0,9.0,7,1.86,unknown
387464,Backyard Studio Apartment near UW,https://a0.muscache.com/im/pictures/11059033/8faa5e28_original.jpg?aki_policy=large,1938802,Jason And Susy,2012-03-17,within a day,100%,1.0,Other neighborhoods,Seattle,WA,98115,47.67675,-122.29397,House,Entire home/apt,2,1.0,1.0,1.0,unknown,93,630.0,unknown,0.0,20.0,2,2,7,98.0,10.0,10.0,10.0,10.0,1,2.35,unknown
392140,Fantastic View-Close to Light Rail-Solar Powered!,https://a0.muscache.com/im/pictures/4415509/30a7e021_original.jpg?aki_policy=large,3313235,Leslie,2012-08-20,within an hour,100%,1.0,Beacon Hill,Seattle,WA,98144,47.58513,-122.31526000000001,Townhouse,Private room,2,1.0,1.0,1.0,unknown,72,unknown,unknown,0.0,15.0,1,2,7,98.0,10.0,10.0,10.0,10.0,1,2.86,unknown
392779,2/1 Plush Modern Hilltop Retreat,https://a0.muscache.com/im/pictures/5139952/fc2e83ee_original.jpg?aki_policy=large,437055,Jyoti And Tushar,2011-03-12,within a day,100%,1.0,Beacon Hill,Seattle,WA,98144,47.57577,-122.31636,Guest suite,Entire home/apt,4,1.0,2.0,2.0,unknown,112,unknown,unknown,250.0,85.0,2,3,300,96.0,10.0,10.0,9.0,9.0,1,1.52,unknown
413733,Chill Central District 2BR,https://a0.muscache.com/im/pictures/fcce6561-2e00-474d-b6a9-2bca82db0afa.jpg?aki_policy=large,2057654,Michele & Ryan,2012-04-02,within an hour,100%,2.0,Central Area,Seattle,WA,98122,47.60907,-122.29613,Guest suite,Entire home/apt,6,1.0,2.0,2.0,unknown,269,unknown,unknown,100.0,50.0,2,2,18,99.0,10.0,10.0,10.0,10.0,2,3.25,unknown
421168,Greenwood Studio,https://a0.muscache.com/im/pictures/b4b38da6-2306-4e16-8029-1d023ed1e28e.jpg?aki_policy=large,2094547,Samantha & Peter,2012-04-08,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98103,47.699220000000004,-122.35072,Guesthouse,Private room,2,1.0,1.0,1.0,unknown,71,unknown,unknown,0.0,30.0,2,1,7,97.0,10.0,10.0,9.0,10.0,1,3.78,unknown
430609,"Fresh & hip. 3br/2.5ba deck, A/C, walk to all.",https://a0.muscache.com/im/pictures/0d4e3b12-7ba3-4e51-ba80-a4f2f4143084.jpg?aki_policy=large,165390,Seth,2010-07-13,within an hour,100%,8.0,Other neighborhoods,Seattle,WA,98103,47.65925,-122.34831000000001,House,Entire home/apt,8,2.5,3.0,3.0,unknown,225,unknown,unknown,0.0,99.0,1,21,1124,97.0,10.0,10.0,10.0,10.0,5,0.81,unknown
430610,"modern,super roof deck, garage,88 walkscore!",https://a0.muscache.com/im/pictures/6033471/857075e9_original.jpg?aki_policy=large,165390,Seth,2010-07-13,within an hour,100%,8.0,Other neighborhoods,Seattle,WA,98103,47.6541,-122.33851000000001,House,Entire home/apt,8,3.0,3.0,4.0,unknown,259,unknown,unknown,200.0,99.0,7,5,1124,97.0,10.0,10.0,10.0,10.0,5,1.16,unknown
433842,Green Lake Place,https://a0.muscache.com/im/pictures/4982161/13d2c2e1_original.jpg?aki_policy=large,2088654,Steve,2012-04-07,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98103,47.68528,-122.34316000000001,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,85,unknown,unknown,100.0,75.0,1,2,14,97.0,10.0,10.0,10.0,9.0,1,1.22,unknown
445199,The Chandelier Room,https://a0.muscache.com/im/pictures/6d9946e5-7cfa-4bc3-abae-584b0ab99fa5.jpg?aki_policy=large,2211872,Eliza,2012-04-24,unknown,unknown,1.0,Delridge,Seattle,WA,98106,47.56966,-122.36171000000002,House,Private room,2,1.0,1.0,1.0,unknown,80,600.0,2200.0,100.0,40.0,2,2,20,96.0,10.0,9.0,9.0,10.0,1,1.09,2200.0
447488,Guest Bedroom in Capitol Hill Townhouse with Views,https://a0.muscache.com/im/pictures/06d7a868-02eb-4630-8ade-586dec509e0a.jpg?aki_policy=large,450548,Vaibhav,2011-03-19,within an hour,100%,2.0,Capitol Hill,Seattle,WA,98102,47.61953,-122.31581000000001,House,Private room,2,1.0,1.0,1.0,unknown,120,830.0,unknown,250.0,80.0,1,1,29,94.0,9.0,9.0,10.0,9.0,2,0.65,unknown
451012,Spacious house near Ballard ,https://a0.muscache.com/im/pictures/5611027/5a936b16_original.jpg?aki_policy=large,2234071,Sasan,2012-04-27,unknown,unknown,1.0,Other neighborhoods,Seattle,WA,98177,47.71352,-122.35874,House,Entire home/apt,6,2.0,3.0,4.0,unknown,195,1250.0,unknown,0.0,200.0,6,7,14,98.0,8.0,10.0,10.0,10.0,1,0.02,unknown
463768,delux comfort+ in coolest 'hood / spacious 4 bdrm,https://a0.muscache.com/im/pictures/5447937/6a9b1d98_original.jpg?aki_policy=large,1210993,Audrey,2011-09-26,unknown,unknown,1.0,Ballard,Seattle,WA,98107,47.66899,-122.4028,House,Entire home/apt,5,3.0,4.0,5.0,unknown,395,unknown,unknown,0.0,125.0,5,2,30,93.0,9.0,9.0,9.0,9.0,1,0.27,unknown
475361,NE Seattle Artist Treehouse Suite!,https://a0.muscache.com/im/pictures/5747669/ba203d2f_original.jpg?aki_policy=large,2342082,Marilyn,2012-05-10,within a few hours,75%,1.0,Lake City,Seattle,WA,98125,47.71796,-122.29113999999998,House,Entire home/apt,2,1.0,1.0,1.0,unknown,77,595.0,unknown,0.0,90.0,2,3,180,96.0,10.0,10.0,9.0,10.0,1,1.32,unknown
475496,Cap Hill modern light-filled home,https://a0.muscache.com/im/pictures/5618444/d2c7de64_original.jpg?aki_policy=large,1495392,Lindsey,2011-12-11,within a few hours,100%,2.0,Capitol Hill,Seattle,WA,98112,47.62785,-122.29871000000001,House,Entire home/apt,4,1.0,2.0,3.0,1250.0,200,850.0,2750.0,0.0,50.0,2,20,60,97.0,10.0,10.0,8.0,10.0,2,0.01,2750.0
490076,Super cute w/gardens & charm. Great location!,https://a0.muscache.com/im/pictures/52190808-7287-4281-a380-ea2a8fcae944.jpg?aki_policy=large,3921530,Ann Petrich,2012-10-19,within an hour,100%,3.0,Other neighborhoods,Seattle,WA,98103,47.6543,-122.35258999999999,Guest suite,Entire home/apt,2,1.0,1.0,2.0,unknown,80,500.0,2100.0,350.0,45.0,3,2,8,94.0,10.0,9.0,10.0,10.0,3,4.97,2100.0
490110,Seattle Pike Place Market Apartment,https://a0.muscache.com/im/pictures/6147719/7140104a_original.jpg?aki_policy=large,2403410,Alan,2012-05-18,unknown,unknown,1.0,Downtown,Seattle,WA,98121,47.61172,-122.34368,Condominium,Entire home/apt,2,1.0,1.0,1.0,unknown,275,unknown,unknown,500.0,100.0,2,3,1125,99.0,10.0,10.0,10.0,9.0,1,0.5,unknown
491958,Columbia City Treehouse Vacation Rental,https://a0.muscache.com/im/pictures/74485b04-7591-460d-90b7-dd5305928119.jpg?aki_policy=large,2431399,Jay,2012-05-21,within a few hours,100%,1.0,Rainier Valley,Seattle,WA,98118,47.56051,-122.27895,Apartment,Entire home/apt,4,1.0,1.0,2.0,unknown,75,550.0,1750.0,100.0,30.0,2,2,365,97.0,10.0,10.0,10.0,10.0,1,3.85,1750.0
493591,THE 5-STAR  HOUSE- ROOM 5-> MARILYN MONROE'S ROOM,https://a0.muscache.com/im/pictures/9470916/50d31b29_original.jpg?aki_policy=large,2438665,Flor,2012-05-22,within an hour,100%,4.0,Other neighborhoods,Seattle,WA,98117,47.70295,-122.36861,House,Private room,2,1.0,1.0,2.0,2.0,60,485.0,2000.0,200.0,50.0,2,3,180,96.0,10.0,10.0,9.0,10.0,4,1.9,2000.0
496074,Spacious Garden Apt Phinney Ridge,https://a0.muscache.com/im/pictures/44058172/6b4a4e2e_original.jpg?aki_policy=large,2450062,Liza,2012-05-23,within an hour,100%,2.0,Other neighborhoods,Seattle,WA,98117,47.67805,-122.36043000000001,Guest suite,Entire home/apt,3,1.0,1.0,1.0,unknown,95,unknown,unknown,150.0,40.0,2,3,21,93.0,10.0,10.0,10.0,10.0,2,1.78,unknown
506542,"Garden Apartment, Keypad Entry",https://a0.muscache.com/im/pictures/6877550/56e2f2a7_original.jpg?aki_policy=large,1414691,Jordan,2011-11-16,within an hour,100%,4.0,Other neighborhoods,Seattle,WA,98105,47.65854,-122.32582,Apartment,Entire home/apt,4,1.0,0.0,2.0,750.0,95,700.0,2300.0,0.0,60.0,2,2,1125,96.0,10.0,10.0,10.0,9.0,4,1.98,2300.0
513344,artsy bungalow in friendly phinney,https://a0.muscache.com/im/pictures/6162092/d8ab252e_original.jpg?aki_policy=large,2450062,Liza,2012-05-23,within an hour,100%,2.0,Other neighborhoods,Seattle,WA,98117,47.678709999999995,-122.36066000000001,House,Entire home/apt,4,1.0,2.0,2.0,1000.0,120,unknown,unknown,0.0,85.0,2,5,12,100.0,10.0,10.0,10.0,10.0,2,0.06,unknown
522270,House boat on Lake Union Seattle,https://a0.muscache.com/im/pictures/3864e882-f380-4b44-ada6-74f6ae5248da.jpg?aki_policy=large,1037115,Rose And Glen,2011-08-30,within an hour,100%,11.0,Cascade,Seattle,WA,98109,47.63642,-122.34123999999998,Boat,Entire home/apt,2,1.0,1.0,1.0,unknown,140,unknown,1300.0,250.0,40.0,2,2,90,97.0,10.0,10.0,10.0,10.0,5,0.43,1300.0
544433,"8, Sparkling Seattle Center",https://a0.muscache.com/im/pictures/6666970/13877e30_original.jpg?aki_policy=large,2612779,Serina,2012-06-12,within an hour,100%,1.0,Queen Anne,Seattle,WA,98109,47.62082,-122.35633999999999,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,95,unknown,unknown,300.0,45.0,2,2,365,97.0,10.0,10.0,10.0,10.0,1,5.0,unknown
552325,Seattle 2 BR w Amazing Water Views | BlueStarBnB,https://a0.muscache.com/im/pictures/455e1700-f21a-449f-8860-ae5f076c8314.jpg?aki_policy=large,306615,Tara,2010-12-01,within a few hours,100%,7.0,Capitol Hill,Seattle,WA,98102,47.64933,-122.31925,Apartment,Entire home/apt,4,1.0,2.0,2.0,unknown,149,1000.0,3000.0,500.0,150.0,1,3,1125,95.0,10.0,9.0,10.0,9.0,3,0.27,3000.0
557126,Charming Capitol Hill Room,https://a0.muscache.com/im/pictures/8695903/49c1cdd7_original.jpg?aki_policy=large,2739131,Chad & Ruben,2012-06-25,within an hour,100%,2.0,Capitol Hill,Seattle,WA,98102,47.619679999999995,-122.32415,House,Private room,2,1.0,1.0,1.0,unknown,98,600.0,unknown,150.0,25.0,3,2,7,97.0,10.0,10.0,10.0,9.0,2,4.23,unknown
564220,Cute Bungalow #2 - near Light Rail,https://a0.muscache.com/im/pictures/6948513/f16d13d0_original.jpg?aki_policy=large,2774354,Kristin,2012-06-28,within an hour,100%,2.0,Rainier Valley,Seattle,WA,98144,47.57917,-122.29212,Bungalow,Private room,2,1.0,1.0,1.0,unknown,40,325.0,unknown,0.0,5.0,2,2,21,95.0,10.0,9.0,10.0,10.0,2,1.85,unknown
564428,Cute Bungalow #1 - near Light Rail,https://a0.muscache.com/im/pictures/6949214/86a26d2d_original.jpg?aki_policy=large,2774354,Kristin,2012-06-28,within an hour,100%,2.0,Rainier Valley,Seattle,WA,98144,47.57955,-122.29368999999998,Bungalow,Private room,2,1.0,1.0,1.0,unknown,47,350.0,unknown,100.0,5.0,2,2,28,93.0,10.0,9.0,10.0,10.0,2,2.92,unknown
565703,Garden Apartment in Madison Valley,https://a0.muscache.com/im/pictures/14712411/e0e5c12c_original.jpg?aki_policy=large,2781551,Ron,2012-06-29,within an hour,100%,3.0,Central Area,Seattle,WA,98112,47.62093,-122.29815,Apartment,Entire home/apt,4,1.0,2.0,2.0,unknown,95,762.0,2688.0,100.0,40.0,3,2,90,93.0,10.0,9.0,10.0,10.0,3,3.9,2688.0
566435,"""THE 5-STAR HOUSE"" -  ROOM 6->THE HAWAIIAN ROOM",https://a0.muscache.com/im/pictures/9441371/f6436458_original.jpg?aki_policy=large,2438665,Flor,2012-05-22,within an hour,100%,4.0,Other neighborhoods,Seattle,WA,98117,47.70155,-122.36651,House,Private room,2,4.0,1.0,1.0,2750.0,80,500.0,2000.0,100.0,40.0,2,3,365,97.0,10.0,10.0,10.0,10.0,4,1.05,2000.0
573942,Queen Bee room w/memory foam bed,https://a0.muscache.com/im/pictures/e077d4c8-8dea-4f48-9cfe-a3e494dee40b.jpg?aki_policy=large,30559,Angielena,2009-08-09,within a few hours,100%,8.0,Beacon Hill,Seattle,WA,98108,47.549459999999996,-122.31658,Apartment,Private room,2,3.0,1.0,1.0,unknown,60,390.0,1200.0,100.0,15.0,1,2,60,97.0,10.0,10.0,10.0,10.0,8,1.86,1200.0
580815,St. John's Apt. 319 *Walkscore 99*,https://a0.muscache.com/im/pictures/15a9e57f-0a32-4b31-8256-cc33d38e3b7d.jpg?aki_policy=large,1787819,Bryce,2012-02-21,within a day,80%,8.0,Downtown,Seattle,WA,98122,47.61355,-122.32131000000001,Apartment,Entire home/apt,2,1.0,1.0,1.0,unknown,168,914.0,2274.0,0.0,75.0,1,30,300,96.0,10.0,10.0,10.0,9.0,6,0.67,2274.0
587584,Greenlake/Greenwood/Phinney Oasis,https://a0.muscache.com/im/pictures/89d40f1c-7a75-4153-8aee-2106542346ce.jpg?aki_policy=large,2796016,Aexis,2012-07-01,within an hour,100%,5.0,Other neighborhoods,Seattle,WA,98103,47.68778,-122.3486,House,Entire home/apt,4,1.0,2.0,2.0,1100.0,123,600.0,2200.0,500.0,100.0,2,2,365,94.0,10.0,10.0,9.0,9.0,1,0.72,2200.0
